Unnamed: 0,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets,Clean_Tweet
554,"RT @RahelBerhe8: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abo…",1390304582475993095,140,2021-05-06 13:56:57,,,en,Twitter Web App,0,17,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abo
555,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390304460937646086,140,2021-05-06 13:56:28,,,en,Twitter Web App,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
556,RT @JusticeOzzie: UPDATE: “Christian Porter’s defamation case against the ABC is in crisis as his lawyers try to hide evidence..” #auspol #…,1390303661096529938,140,2021-05-06 13:53:18,,,en,Twitter Web App,0,57,update “christian porter’s defamation case abc crisis lawyer try hide evidence” auspol
557,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390303387057410055,139,2021-05-06 13:52:12,,,en,Twitter Web App,0,88,mean yes mean girl shy mean girl asking man convince
558,"b""I've only recently started to ask myself again. To be comfortable in my own skin.\n\n#rape #grooming has taken my voice for so long that I've fought hard to get it back. \n\nSo excuse me while I try to figure out if I am who I am or if it was groomed into me by abusive adults.""",1390302902661521415,273,2021-05-06 13:50:17,,,en,Twitter Web App,2,0,bive recently started ask comfortable skinnnrape grooming taken voice long ive fought hard get back nnso excuse try figure groomed abusive adult
559,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1390302701259345928,144,2021-05-06 13:49:29,,,en,Twitter Web App,0,20,review amazon amp goodreads life could definitely worse life could definitely better here storyxexxa
560,"RT @LiveLawIndia: ""When the curriculum does not include the proper sex education, the children raised by such societies fail the women time…",1390302437831954432,140,2021-05-06 13:48:26,,,en,Twitter for Android,0,31,curriculum include proper sex education child raised society fail woman time
561,"Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 
#ममता_खूनी_है
Women are raped, families butchered, houses burnt and shops ransacked 
 #rape #HindusLivesMatter 
Kashmir 1990 🔁 west Bengal 2021
#PresidentsRuleinBengal 
@unwomenindia @UNHumanRights 
@WIONews https://t.co/JB8qeBoVn0",1390301377646137349,300,2021-05-06 13:44:13,,,en,Twitter for Android,0,0,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge ममताखूनीहै woman raped family butchered house burnt shop ransacked rape hinduslivesmatter kashmir west bengal presidentsruleinbengal
563,HEADLINE UPDATE; Former Ugandan child soldier-turned-rebel commander sentenced to 25 years at ICC #warcrimes #rape,1390300458267287557,114,2021-05-06 13:40:34,,,en,dlvr.it,0,0,headline update former ugandan child soldierturnedrebel commander sentenced year icc warcrimes rape
564,"RT @RahelBerhe8: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abo…",1390300114770558980,140,2021-05-06 13:39:12,,,en,Twitter for Android,0,17,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abo
565,"RT @paulganger: @RefugeCharity #UNITED AND ‘AGAINST’
#HonourBasedAbuse
#DomesticViolence 
#ForcedMarriage 
#DomesticAbuse
#SexualAssault
#R…",1390298714229469190,140,2021-05-06 13:33:38,,,en,Twitter for Android,0,3,united ‘against’ honourbasedabuse domesticviolence forcedmarriage domesticabuse sexualassault
567,"RT @NilsMelzer: No it’s not #AprilFoolsDay. This is actually happening:

The Appeals Court (really!) found that #MI5 can secretly authorise…",1390298013726294016,140,2021-05-06 13:30:51,,,en,Twitter for Android,0,1060,it’s aprilfoolsday actually happening appeal court really found secretly authorise
568,"RT @RahelBerhe8: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abo…",1390297607151497217,140,2021-05-06 13:29:14,,,en,Twitter for Android,0,17,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abo
570,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390296996074774535,139,2021-05-06 13:26:48,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
571,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390296882010755080,140,2021-05-06 13:26:21,,,en,Twitter Web App,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
572,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390296881654210579,140,2021-05-06 13:26:21,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
573,RT @Viren_Shah_: Fake Cases of #Dowry #DomesticViolence #Rape #Maintenance are nothing but a #FoulPlay business of #MaliciousWomen to extor…,1390296821465972741,140,2021-05-06 13:26:07,,,en,Twitter for Android,0,56,fake case dowry domesticviolence rape maintenance nothing foulplay business maliciouswomen extor
574,"RT @Shambel21a: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but…",1390295733232754694,139,2021-05-06 13:21:47,,,en,Twitter for iPhone,0,8,rape victim monalisa lay hospital bed mekelle main city wartorn tigray body devastated
575,RT @JusticeOzzie: @YaThinkN Jarryd Hayne is another good Pentecostal you know. Morrison probably reconciles Hayne’s prison sentence as the…,1390295113981599751,139,2021-05-06 13:19:20,,,en,Twitter for iPad,0,6,jarryd hayne another good pentecostal know morrison probably reconciles hayne’s prison sentence
576,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390295103449702404,140,2021-05-06 13:19:17,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
577,"RT @Shambel21a: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but…",1390294822179774469,139,2021-05-06 13:18:10,,,en,Twitter Web App,0,8,rape victim monalisa lay hospital bed mekelle main city wartorn tigray body devastated
578,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390294498060607492,139,2021-05-06 13:16:53,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
579,"RT @LiveLawIndia: NO MEANS NO- The simplest of sentences have become the most difficult for some men to understand"" Himachal Pradesh HC

#c…",1390294461582696448,140,2021-05-06 13:16:44,,,en,Twitter for Android,0,30,mean simplest sentence become difficult men understand himachal pradesh
580,@onebidwonders @Drummerette @HoustonRockets @KellyIkoNBA @mshap2 @Jonathan_Feigen @Rockets_Insider @PeteThamel @ShiraSpringer @JulieDiCaro Holy sh*t!   #HoustonRockets Anthony Lamb #rape @UVMmbb @AmericaEast @NBA stop with the fake ‘women’s empowerment’ and actually do something about this. Put your money where your mouth is. #abuse #sexualassault,1390294022615339011,349,2021-05-06 13:15:00,,,en,Twitter for iPhone,0,0,holy sht houstonrockets anthony lamb rape stop fake ‘women’s empowerment’ actually something put money mouth abuse sexualassault
582,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390293560516251649,139,2021-05-06 13:13:09,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
583,"Our advance questions were focused on ratification of #CED, measures to tackle #gender stereotypes and #rape myths, #racism and ethnic or religious-motivated #HateCrime, #pollution and #waste management, including military waste left in Greenland #UPR38",1390293498813878278,253,2021-05-06 13:12:55,,,en,Twitter for Android,0,0,advance question focused ratification ced measure tackle gender stereotype rape myth racism ethnic religiousmotivated hatecrime pollution waste management including military waste left greenland upr
584,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390293295914373121,140,2021-05-06 13:12:06,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
585,"RT @LiveLawIndia: NO MEANS NO- The simplest of sentences have become the most difficult for some men to understand"" Himachal Pradesh HC

#c…",1390293278767992835,140,2021-05-06 13:12:02,,,en,Twitter for Android,0,30,mean simplest sentence become difficult men understand himachal pradesh
586,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390291992429531142,140,2021-05-06 13:06:56,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
587,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390291470825918464,140,2021-05-06 13:04:51,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
588,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390290964158160898,139,2021-05-06 13:02:50,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
589,"RT @LiveLawIndia: NO MEANS NO- The simplest of sentences have become the most difficult for some men to understand"" Himachal Pradesh HC

#c…",1390290838505156611,140,2021-05-06 13:02:20,,,en,Twitter for Android,0,30,mean simplest sentence become difficult men understand himachal pradesh
590,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390290460309024768,139,2021-05-06 13:00:50,,,en,Twitter Web App,0,88,mean yes mean girl shy mean girl asking man convince
591,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1390290441946468362,144,2021-05-06 13:00:46,,,en,Twitter Web App,0,20,review amazon amp goodreads life could definitely worse life could definitely better here storyxexxa
592,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390290362711691265,139,2021-05-06 13:00:27,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
595,"Open tweet to @NC_Governor: As you persist with this tyrannical #mask nonsense, have you considered the igniting of #PTSD for victims of #rape, child abduction, or anything similar who have had to be forcibly masked? What about a slow, grueling, IQ-diminishing constant #hypoxia?",1390289055137554435,279,2021-05-06 12:55:15,,,en,Twitter for Android,1,0,open tweet persist tyrannical mask nonsense considered igniting ptsd victim rape child abduction anything similar forcibly masked slow grueling iqdiminishing constant hypoxia
599,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390287907542339586,140,2021-05-06 12:50:42,,,en,Twitter Web App,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
601,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390287177557237766,140,2021-05-06 12:47:48,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
603,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390286880160174084,139,2021-05-06 12:46:37,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
604,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390286705291235332,140,2021-05-06 12:45:55,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
605,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390286575473360902,139,2021-05-06 12:45:24,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
606,"b""I don't think a woman will forget the details of #Rape ever. https://t.co/oEi3tP6c6I""",1390286400658960385,84,2021-05-06 12:44:42,,,en,Twitter for Android,1,0,dont think woman forget detail rape ever
607,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390286368094531587,140,2021-05-06 12:44:35,,,en,Twitter for iPhone,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
608,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390286192579465224,140,2021-05-06 12:43:53,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
609,"@SaketGokhale @derekobrienmp So what you are saying is there was #attack, #murder, #vandalism, #rape of ppl as an outcome of TMC winning the election?",1390286091240951808,150,2021-05-06 12:43:29,,,en,Twitter Web App,0,0,saying attack murder vandalism rape ppl outcome tmc winning election
610,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390285629712388100,140,2021-05-06 12:41:39,,,en,Twitter for iPhone,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
611,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390285610191970307,139,2021-05-06 12:41:34,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
612,"RT @LiveLawIndia: NO MEANS NO- The simplest of sentences have become the most difficult for some men to understand"" Himachal Pradesh HC

#c…",1390285522262765568,140,2021-05-06 12:41:13,,,en,Twitter for Android,0,30,mean simplest sentence become difficult men understand himachal pradesh
613,"RT @LiveLawIndia: ""The word NO doesn't need any further explanation or justification. It ends there, and the man has to stop"": Himachal Pra…",1390285491900231681,140,2021-05-06 12:41:06,,,en,Twitter for Android,0,39,word doesnt need explanation justification end man stop himachal pra
614,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390285419456180224,139,2021-05-06 12:40:48,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
615,"Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/kmBnHYRr3Q",1390285366117216258,274,2021-05-06 12:40:36,,,en,Twitter Web App,0,0,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abortion emergency contraceptive risen tigraywarrapevictims weaponizedrape
616,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390285196361035785,139,2021-05-06 12:39:55,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
617,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390285150072705024,140,2021-05-06 12:39:44,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
618,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390284591676542986,139,2021-05-06 12:37:31,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
619,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390284527080144900,140,2021-05-06 12:37:16,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
620,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390283886219784192,139,2021-05-06 12:34:43,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
621,"RT @Shambel21a: #Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. “Even if we had shouted,” one woman sa…",1390283665670877184,140,2021-05-06 12:33:50,,,en,Twitter for Android,0,1,rape used weapon fighting rage remote part tigray region “even shouted” one woman
622,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390283567561809923,139,2021-05-06 12:33:27,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
623,"RT @Shambel21a: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but…",1390283544107360259,139,2021-05-06 12:33:21,,,en,Twitter for Android,0,8,rape victim monalisa lay hospital bed mekelle main city wartorn tigray body devastated
624,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390283434602287105,139,2021-05-06 12:32:55,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
625,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390283123485642755,139,2021-05-06 12:31:41,,,en,Twitter Web App,0,88,mean yes mean girl shy mean girl asking man convince
626,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390282768567857152,140,2021-05-06 12:30:16,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
627,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282710380204033,139,2021-05-06 12:30:03,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
628,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282698946580481,139,2021-05-06 12:30:00,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
629,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1390282658392023040,144,2021-05-06 12:29:50,,,en,Twitter for Android,0,20,review amazon amp goodreads life could definitely worse life could definitely better here storyxexxa
630,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282577097814022,139,2021-05-06 12:29:31,,,en,Twitter for iPhone,0,88,mean yes mean girl shy mean girl asking man convince
631,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282540032827397,139,2021-05-06 12:29:22,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
632,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282371988000774,139,2021-05-06 12:28:42,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
633,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390282119725809666,139,2021-05-06 12:27:42,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
634,"RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho…",1390281796806488068,140,2021-05-06 12:26:25,,,en,Twitter Web App,0,10365,kellcey story bear witness countless woman gone also offer message
635,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390281738912415750,140,2021-05-06 12:26:11,,,en,Twitter for iPhone,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
636,"Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/DwcGMXrnxe",1390281295880769542,274,2021-05-06 12:24:25,,,en,Twitter for iPhone,0,0,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abortion emergency contraceptive risen tigraywarrapevictims weaponizedrape
639,"RT @LiveLawIndia: NO MEANS NO- The simplest of sentences have become the most difficult for some men to understand"" Himachal Pradesh HC

#c…",1390280206863110153,140,2021-05-06 12:20:06,,,en,Twitter for Android,0,30,mean simplest sentence become difficult men understand himachal pradesh
640,"RT @LiveLawIndia: ""The word NO doesn't need any further explanation or justification. It ends there, and the man has to stop"": Himachal Pra…",1390280194825474054,140,2021-05-06 12:20:03,,,en,Twitter for Android,0,39,word doesnt need explanation justification end man stop himachal pra
641,"RT @LiveLawIndia: ""No does not mean yes, it does not mean that the girl is shy, it does not mean that the girl is asking a man to convince…",1390280185274982404,139,2021-05-06 12:20:00,,,en,Twitter for Android,0,88,mean yes mean girl shy mean girl asking man convince
642,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1390279807330627587,144,2021-05-06 12:18:30,,,en,Twitter Web App,0,20,review amazon amp goodreads life could definitely worse life could definitely better here storyxexxa
643,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390279460335669256,140,2021-05-06 12:17:08,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
645,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390276864774578176,140,2021-05-06 12:06:49,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
646,"RT @Shewit41185080: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #…",1390276545026183171,140,2021-05-06 12:05:33,,,en,Twitter for Android,0,15,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand
647,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390276352171859973,140,2021-05-06 12:04:47,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
648,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390276153500487681,140,2021-05-06 12:03:59,,,en,Twitter for iPhone,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
649,"RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN
Idaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl…",1390275649793835014,144,2021-05-06 12:01:59,,,en,Twitter Web App,0,192,republican brutally rape intern idaho lawmaker von ehlinger raped office intern amp released name unl
650,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390275570995445760,140,2021-05-06 12:01:40,,,en,Twitter Web App,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
651,"RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho…",1390275511365128192,140,2021-05-06 12:01:26,,,en,Twitter Web App,0,10365,kellcey story bear witness countless woman gone also offer message
653,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390275325393739779,140,2021-05-06 12:00:42,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
654,"RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho…",1390275144116023297,140,2021-05-06 11:59:59,,,en,Twitter Web App,0,10365,kellcey story bear witness countless woman gone also offer message
655,"RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN
Idaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl…",1390275085336989698,144,2021-05-06 11:59:45,,,en,Twitter for iPad,0,192,republican brutally rape intern idaho lawmaker von ehlinger raped office intern amp released name unl
656,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390274547916546051,140,2021-05-06 11:57:36,,,en,Twitter for Android,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
657,"RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN
Idaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl…",1390274413090807812,144,2021-05-06 11:57:04,,,en,Twitter Web App,0,192,republican brutally rape intern idaho lawmaker von ehlinger raped office intern amp released name unl
658,"Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/RrK3vCAwHr",1390274306676981760,274,2021-05-06 11:56:39,,,en,Twitter for Android,0,0,many rape victim tigray contracted sexually transmitted disease including hiv doctor say demand abortion emergency contraceptive risen tigraywarrapevictims weaponizedrape
659,"RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? 

@AITCofficial KA GUNDA-RAJ !! 
Women are raped, fa…",1390272970170404868,140,2021-05-06 11:51:20,,,en,Twitter Web App,0,288,kitni lasho aur khoon fake bologe aap kab tak sach chupaoge gundaraj woman raped
660,"RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho…",1390271704916795394,140,2021-05-06 11:46:19,,,en,Twitter Web App,0,10365,kellcey story bear witness countless woman gone also offer message
661,"A #judge from a #HimachalPradesh #court said, “No means no. It doesn’t mean the girl is shy or anything else”, stressing on men not understanding the simplest of sentences.

#rape #Himachal 

https://t.co/xdIZI4eg53",1390270721104904204,215,2021-05-06 11:42:24,,,en,Twitter Web App,0,0,judge himachalpradesh court said “no mean doesn’t mean girl shy anything else” stressing men understanding simplest sentence rape himachal
662,"@newsmax Now tell the story about the woman who accused you of rape in 2012, but Daddy (then NYPD Commissioner) declined to press charges. #GQPTraitorsToDemocracy #rape #NewsMaxBullShitFactory",1390270177959424008,192,2021-05-06 11:40:15,,,en,Twitter for iPhone,0,0,tell story woman accused rape daddy nypd commissioner declined press charge gqptraitorstodemocracy rape newsmaxbullshitfactory
